EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 06-04-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TN   : minimum temperature in 0.1 &#176;C
23-27 Q_TN : Quality code for TN (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, WROCLAW (STAID: 210).
Blended and updated with sources: 100660 912424 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   TN, Q_TN
100660,19640211,   -6,    0
100660,19640212,  -36,    0
100660,19640213, -114,    0
100660,19640214, -173,    0
100660,19640215, -111,    0
100660,19640216,  -75,    0
100660,19640217,  -26,    0
100660,19640218,  -46,    0
100660,19640219, -139,    0
100660,19640220, -183,    0
100660,19640221, -148,    0
100660,19640222, -113,    0
100660,19640223, -111,    0
100660,19640224,  -64,    0
100660,19640225,  -70,    0
100660,19640226,  -21,    0
100660,19640227,  -16,    0
100660,19640228,   -6,    0
100660,19640229,  -21,    0
100660,19640301,  -33,    0
100660,19640302,  -45,    0
100660,19640303,  -57,    0
100660,19640304,  -47,    0
100660,19640305,  -89,    0
100660,19640306,  -68,    0
100660,19640307, -117,    0
100660,19640308, -117,    0
100660,19640309, -115,    0
100660,19640310,  -83,    0
100660,19640311,  -39,    0
100660,19640312,  -84,    0
100660,19640313,  -24,    0
100660,19640314,  -40,    0
100660,19640315,  -62,    0
100660,19640316,  -91,    0
100660,19640317, -148,    0
100660,19640318,  -58,    0
100660,19640319,  -78,    0
100660,19640320,  -42,    0
100660,19640321,  -25,    0
100660,19640322,   20,    0
100660,19640323,    7,    0
100660,19640324,   -1,    0
100660,19640325,   -1,    0
100660,19640326,   17,    0
100660,19640327,   12,    0
100660,19640328,    2,    0
100660,19640329,    4,    0
100660,19640330,    2,    0
100660,19640331,    6,    0
100660,19640401,   22,    0
100660,19640402,   24,    0
100660,19640403,   24,    0
100660,19640404,   32,    0
100660,19640405,   31,    0
100660,19640406,   17,    0
100660,19640407,    5,    0
100660,19640408,  -10,    0
100660,19640409,  -11,    0
100660,19640410,   42,    0
100660,19640411,    2,    0
100660,19640412,   62,    0
100660,19640413,   57,    0
100660,19640414,   36,    0
100660,19640415,   39,    0
100660,19640416,  -11,    0
100660,19640417,   68,    0
100660,19640418,   68,    0
100660,19640419,   62,    0
100660,19640420,   86,    0
100660,19640421,   89,    0
100660,19640422,   80,    0
100660,19640423,   25,    0
100660,19640424,   61,    0
100660,19640425,   34,    0
100660,19640426,  -36,    0
100660,19640427,  -17,    0
100660,19640428,   32,    0
100660,19640429,   98,    0
100660,19640430,   80,    0
100660,19640501,   38,    0
100660,19640502,   48,    0
100660,19640503,   48,    0
100660,19640504,   98,    0
100660,19640505,   54,    0
100660,19640506,   75,    0
100660,19640507,   10,    0
100660,19640508,   93,    0
100660,19640509,   94,    0
100660,19640510,   26,    0
100660,19640511,  100,    0
100660,19640512,  107,    0
100660,19640513,   76,    0
100660,19640514,  120,    0
100660,19640515,   80,    0
100660,19640516,   81,    0
100660,19640517,   12,    0
100660,19640518,   80,    0
100660,19640519,   45,    0
100660,19640520,   24,    0
100660,19640521,   73,    0
100660,19640522,   67,    0
100660,19640523,   24,    0
100660,19640524,   55,    0
100660,19640525,   70,    0
100660,19640526,   95,    0
100660,19640527,   86,    0
100660,19640528,   70,    0
100660,19640529,   85,    0
100660,19640530,   84,    0
100660,19640531,   87,    0
100660,19640601,   90,    0
100660,19640602,  151,    0
100660,19640603,  144,    0
100660,19640604,  142,    0
100660,19640605,  106,    0
100660,19640606,  144,    0
100660,19640607,  151,    0
100660,19640608,  132,    0
100660,19640609,  125,    0
100660,19640610,   60,    0
100660,19640611,   68,    0
100660,19640612,  110,    0
100660,19640613,  122,    0
100660,19640614,  149,    0
100660,19640615,  172,    0
100660,19640616,  144,    0
100660,19640617,  140,    0
100660,19640618,   94,    0
100660,19640619,  162,    0
100660,19640620,  155,    0
100660,19640621,  128,    0
100660,19640622,  119,    0
100660,19640623,  132,    0
100660,19640624,   70,    0
100660,19640625,   82,    0
100660,19640626,  156,    0
100660,19640627,  150,    0
100660,19640628,  150,    0
100660,19640629,  128,    0
100660,19640630,  102,    0
100660,19640701,   65,    0
100660,19640702,  105,    0
100660,19640703,   85,    0
100660,19640704,   95,    0
100660,19640705,   96,    0
100660,19640706,   85,    0
100660,19640707,   62,    0
100660,19640708,  105,    0
100660,19640709,  122,    0
100660,19640710,  145,    0
100660,19640711,  122,    0
100660,19640712,   80,    0
100660,19640713,  102,    0
100660,19640714,  127,    0
100660,19640715,  122,    0
100660,19640716,  125,    0
100660,19640717,  132,    0
100660,19640718,  114,    0
100660,19640719,  110,    0
100660,19640720,  140,    0
100660,19640721,  148,    0
100660,19640722,  179,    0
100660,19640723,  160,    0
100660,19640724,  110,    0
100660,19640725,  108,    0
100660,19640726,  113,    0
100660,19640727,  125,    0
100660,19640728,  140,    0
100660,19640729,  179,    0
100660,19640730,  126,    0
100660,19640731,   44,    0
100660,19640801,  125,    0
100660,19640802,  102,    0
100660,19640803,  102,    0
100660,19640804,  108,    0
100660,19640805,  116,    0
100660,19640806,   63,    0
100660,19640807,   75,    0
100660,19640808,  100,    0
100660,19640809,  142,    0
100660,19640810,  135,    0
100660,19640811,  161,    0
100660,19640812,  150,    0
100660,19640813,  146,    0
100660,19640814,  135,    0
100660,19640815,  115,    0
100660,19640816,  122,    0
100660,19640817,  130,    0
100660,19640818,  143,    0
100660,19640819,  145,    0
100660,19640820,  116,    0
100660,19640821,   66,    0
100660,19640822,  102,    0
100660,19640823,   32,    0
100660,19640824,   21,    0
100660,19640825,  125,    0
100660,19640826,  144,    0
100660,19640827,  116,    0
100660,19640828,  130,    0
100660,19640829,  148,    0
100660,19640830,   97,    0
100660,19640831,   68,    0
100660,19640901,   97,    0
100660,19640902,   33,    0
100660,19640903,   51,    0
100660,19640904,   82,    0
100660,19640905,  130,    0
100660,19640906,  138,    0
100660,19640907,  112,    0
100660,19640908,  122,    0
100660,19640909,  122,    0
100660,19640910,  142,    0
100660,19640911,  150,    0
100660,19640912,  120,    0
100660,19640913,   67,    0
100660,19640914,   11,    0
100660,19640915,   73,    0
100660,19640916,  169,    0
100660,19640917,  113,    0
100660,19640918,   93,    0
100660,19640919,   76,    0
100660,19640920,   70,    0
100660,19640921,   37,    0
100660,19640922,   63,    0
100660,19640923,   30,    0
100660,19640924,   -6,    0
100660,19640925,    4,    0
100660,19640926,   24,    0
100660,19640927,   56,    0
100660,19640928,   87,    0
100660,19640929,   21,    0
100660,19640930,   34,    0
100660,19641001,  -19,    0
100660,19641002,  -21,    0
100660,19641003,   24,    0
100660,19641004,    2,    0
100660,19641005,   -7,    0
100660,19641006,  -23,    0
100660,19641007,    9,    0
100660,19641008,  107,    0
100660,19641009,   74,    0
100660,19641010,   52,    0
100660,19641011,   44,    0
100660,19641012,   15,    0
100660,19641013,   67,    0
100660,19641014,   41,    0
100660,19641015,   44,    0
100660,19641016,   40,    0
100660,19641017,   70,    0
100660,19641018,   55,    0
100660,19641019,   44,    0
100660,19641020,   60,    0
100660,19641021,   59,    0
100660,19641022,   55,    0
100660,19641023,   44,    0
100660,19641024,   49,    0
100660,19641025,   41,    0
100660,19641026,   -6,    0
100660,19641027,   39,    0
100660,19641028,   70,    0
100660,19641029,   55,    0
100660,19641030,   53,    0
100660,19641031,   37,    0
100660,19641101,    4,    0
100660,19641102,   12,    0
100660,19641103,    2,    0
100660,19641104,    0,    0
100660,19641105,   16,    0
100660,19641106,   17,    0
100660,19641107,  -16,    0
100660,19641108,  -21,    0
100660,19641109,  -17,    0
100660,19641110,  -35,    0
100660,19641111,   24,    0
100660,19641112,   29,    0
100660,19641113,   44,    0
100660,19641114,   14,    0
100660,19641115,   73,    0
100660,19641116,   49,    0
100660,19641117,   42,    0
100660,19641118,   28,    0
100660,19641119,   14,    0
100660,19641120,   14,    0
100660,19641121,   72,    0
100660,19641122,   24,    0
100660,19641123,    4,    0
100660,19641124,   70,    0
100660,19641125,   86,    0
100660,19641126,   15,    0
100660,19641127,  -21,    0
100660,19641128,   37,    0
100660,19641129,    1,    0
100660,19641130,    0,    0
100660,19641201,    5,    0
100660,19641202,   -4,    0
100660,19641203,  -14,    0
100660,19641204,  -26,    0
100660,19641205,  -42,    0
100660,19641206,  -44,    0
100660,19641207,  -44,    0
100660,19641208,   14,    0
100660,19641209,   -9,    0
100660,19641210,  -25,    0
100660,19641211,  -36,    0
100660,19641212,   -6,    0
100660,19641213,   -7,    0
100660,19641214,   21,    0
100660,19641215,  -23,    0
100660,19641216,  -38,    0
100660,19641217,   32,    0
100660,19641218,    5,    0
100660,19641219,    3,    0
100660,19641220,  -23,    0
100660,19641221,  -35,    0
100660,19641222,  -69,    0
100660,19641223,  -86,    0
100660,19641224,  -55,    0
100660,19641225,  -75,    0
100660,19641226,  -94,    0
100660,19641227,  -35,    0
100660,19641228,  -63,    0
100660,19641229,  -55,    0
100660,19641230,  -96,    0
100660,19641231,  -40,    0
100660,19650101,   26,    0
100660,19650102,    3,    0
100660,19650103,  -16,    0
100660,19650104,    1,    0
100660,19650105,  -29,    0
100660,19650106,   -3,    0
100660,19650107,  -62,    0
100660,19650108,  -58,    0
100660,19650109,   11,    0
100660,19650110,  -11,    0
100660,19650111,  -16,    0
100660,19650112,  -11,    0
100660,19650113,  -29,    0
100660,19650114,  -27,    0
100660,19650115,  -18,    0
100660,19650116,  -10,    0
100660,19650117,  -22,    0
100660,19650118,   23,    0
100660,19650119,  -25,    0
100660,19650120,  -38,    0
100660,19650121,  -11,    0
100660,19650122,   -9,    0
100660,19650123,  -36,    0
100660,19650124,  -29,    0
100660,19650125,  -31,    0
100660,19650126,  -18,    0
100660,19650127,  -18,    0
100660,19650128,  -21,    0
100660,19650129,  -34,    0
100660,19650130,   -5,    0
100660,19650131,   -8,    0
100660,19650201,  -27,    0
100660,19650202,  -64,    0
100660,19650203,  -63,    0
100660,19650204,  -26,    0
100660,19650205, -115,    0
100660,19650206, -177,    0
100660,19650207,  -67,    0
100660,19650208,  -26,    0
100660,19650209, -150,    0
100660,19650210, -167,    0
100660,19650211,  -67,    0
100660,19650212,  -83,    0
100660,19650213,    2,    0
100660,19650214,    0,    0
100660,19650215,  -57,    0
100660,19650216,  -89,    0
100660,19650217, -131,    0
100660,19650218,  -37,    0
100660,19650219,  -61,    0
100660,19650220,  -64,    0
100660,19650221, -113,    0
100660,19650222,  -75,    0
100660,19650223,  -97,    0
100660,19650224,  -99,    0
100660,19650225,  -97,    0
100660,19650226, -104,    0
100660,19650227,  -60,    0
100660,19650228, -116,    0
100660,19650301, -104,    0
100660,19650302,  -10,    0
100660,19650303,  -41,    0
100660,19650304,  -58,    0
100660,19650305,  -95,    0
100660,19650306, -109,    0
100660,19650307,  -78,    0
100660,19650308, -142,    0
100660,19650309, -215,    0
100660,19650310,  -72,    0
100660,19650311, -123,    0
100660,19650312, -114,    0
100660,19650313,  -68,    0
100660,19650314,  -46,    0
100660,19650315,  -24,    0
100660,19650316,   20,    0
100660,19650317,    9,    0
100660,19650318,   -2,    0
100660,19650319,   23,    0
100660,19650320,    5,    0
100660,19650321,   15,    0
100660,19650322,   -7,    0
100660,19650323,  -44,    0
100660,19650324,   28,    0
100660,19650325,   31,    0
100660,19650326,   15,    0
100660,19650327,   30,    0
100660,19650328,   -7,    0
100660,19650329,   71,    0
100660,19650330,   47,    0
100660,19650331,  -12,    0
100660,19650401,  -12,    0
100660,19650402,  -15,    0
100660,19650403,  -19,    0
100660,19650404,   -5,    0
100660,19650405,    1,    0
100660,19650406,    7,    0
100660,19650407,   32,    0
100660,19650408,  -15,    0
100660,19650409,   51,    0
100660,19650410,   38,    0
100660,19650411,   15,    0
100660,19650412,   20,    0
100660,19650413,   23,    0
100660,19650414,   18,    0
100660,19650415,  -17,    0
100660,19650416,    9,    0
100660,19650417,   52,    0
100660,19650418,   55,    0
100660,19650419,   45,    0
100660,19650420,   53,    0
100660,19650421,   73,    0
100660,19650422,   69,    0
100660,19650423,   51,    0
100660,19650424,   50,    0
100660,19650425,   48,    0
100660,19650426,   28,    0
100660,19650427,   23,    0
100660,19650428,   60,    0
100660,19650429,   24,    0
100660,19650430,   59,    0
100660,19650501,   36,    0
100660,19650502,   -5,    0
100660,19650503,  -13,    0
100660,19650504,   -9,    0
100660,19650505,   87,    0
100660,19650506,   60,    0
100660,19650507,   50,    0
100660,19650508,   86,    0
100660,19650509,   71,    0
100660,19650510,   67,    0
100660,19650511,   63,    0
100660,19650512,   47,    0
100660,19650513,   83,    0
100660,19650514,   89,    0
100660,19650515,   74,    0
100660,19650516,   95,    0
100660,19650517,  109,    0
100660,19650518,  141,    0
100660,19650519,   64,    0
100660,19650520,   44,    0
100660,19650521,   14,    0
100660,19650522,    3,    0
100660,19650523,   86,    0
100660,19650524,  101,    0
100660,19650525,   92,    0
100660,19650526,   94,    0
100660,19650527,   75,    0
100660,19650528,   43,    0
100660,19650529,  109,    0
100660,19650530,   42,    0
100660,19650531,   37,    0
100660,19650601,  103,    0
100660,19650602,   78,    0
100660,19650603,   53,    0
100660,19650604,   65,    0
100660,19650605,  123,    0
100660,19650606,  121,    0
100660,19650607,   74,    0
100660,19650608,   84,    0
100660,19650609,  128,    0
100660,19650610,  114,    0
100660,19650611,  116,    0
100660,19650612,  108,    0
100660,19650613,   56,    0
100660,19650614,   98,    0
100660,19650615,   98,    0
100660,19650616,   99,    0
100660,19650617,  113,    0
100660,19650618,   96,    0
100660,19650619,  130,    0
100660,19650620,  102,    0
100660,19650621,   98,    0
100660,19650622,  104,    0
100660,19650623,  155,    0
100660,19650624,  100,    0
100660,19650625,  133,    0
100660,19650626,  155,    0
100660,19650627,  172,    0
100660,19650628,  133,    0
100660,19650629,   85,    0
100660,19650630,   83,    0
100660,19650701,  142,    0
100660,19650702,   94,    0
100660,19650703,  104,    0
100660,19650704,   61,    0
100660,19650705,   93,    0
100660,19650706,   65,    0
100660,19650707,   83,    0
100660,19650708,   96,    0
100660,19650709,   94,    0
100660,19650710,   60,    0
100660,19650711,   83,    0
100660,19650712,  113,    0
100660,19650713,  141,    0
100660,19650714,  144,    0
100660,19650715,  148,    0
100660,19650716,  156,    0
100660,19650717,  169,    0
100660,19650718,  152,    0
100660,19650719,  139,    0
100660,19650720,  139,    0
100660,19650721,  145,    0
100660,19650722,  129,    0
100660,19650723,  136,    0
100660,19650724,  128,    0
100660,19650725,  101,    0
100660,19650726,  103,    0
100660,19650727,  115,    0
100660,19650728,  110,    0
100660,19650729,  120,    0
100660,19650730,  131,    0
100660,19650731,  109,    0
100660,19650801,   70,    0
100660,19650802,   93,    0
100660,19650803,   63,    0
100660,19650804,  102,    0
100660,19650805,  101,    0
100660,19650806,  118,    0
100660,19650807,  182,    0
100660,19650808,  157,    0
100660,19650809,  118,    0
100660,19650810,   74,    0
100660,19650811,  106,    0
100660,19650812,   88,    0
100660,19650813,   83,    0
100660,19650814,   57,    0
100660,19650815,   91,    0
100660,19650816,   55,    0
100660,19650817,   96,    0
100660,19650818,   83,    0
100660,19650819,   84,    0
100660,19650820,   90,    0
100660,19650821,  118,    0
100660,19650822,  125,    0
100660,19650823,  135,    0
100660,19650824,  163,    0
100660,19650825,  130,    0
100660,19650826,   95,    0
100660,19650827,   80,    0
100660,19650828,   76,    0
100660,19650829,   70,    0
100660,19650830,   87,    0
100660,19650831,   53,    0
100660,19650901,  106,    0
100660,19650902,  157,    0
100660,19650903,  171,    0
100660,19650904,  142,    0
100660,19650905,  110,    0
100660,19650906,   88,    0
100660,19650907,   73,    0
100660,19650908,   87,    0
100660,19650909,   81,    0
100660,19650910,  128,    0
100660,19650911,   88,    0
100660,19650912,   35,    0
100660,19650913,   78,    0
100660,19650914,   91,    0
100660,19650915,  100,    0
100660,19650916,   41,    0
100660,19650917,   83,    0
100660,19650918,  111,    0
100660,19650919,   84,    0
100660,19650920,   53,    0
100660,19650921,   49,    0
100660,19650922,   18,    0
100660,19650923,   35,    0
100660,19650924,   73,    0
100660,19650925,   85,    0
100660,19650926,  105,    0
100660,19650927,  123,    0
100660,19650928,   98,    0
100660,19650929,   87,    0
100660,19650930,   59,    0
100660,19651001,   63,    0
100660,19651002,   74,    0
100660,19651003,  108,    0
100660,19651004,   68,    0
100660,19651005,   70,    0
100660,19651006,   68,    0
100660,19651007,   31,    0
100660,19651008,   23,    0
100660,19651009,   63,    0
100660,19651010,   29,    0
100660,19651011,   18,    0
100660,19651012,  -18,    0
100660,19651013,  -36,    0
100660,19651014,  -16,    0
100660,19651015,   -7,    0
100660,19651016,   65,    0
100660,19651017,   63,    0
100660,19651018,   41,    0
100660,19651019,   31,    0
100660,19651020,   21,    0
100660,19651021,  -49,    0
100660,19651022,  -47,    0
100660,19651023,  -68,    0
100660,19651024,  -23,    0
100660,19651025,  -41,    0
100660,19651026,  -28,    0
100660,19651027,  -39,    0
100660,19651028,  -15,    0
100660,19651029,   53,    0
100660,19651030,   28,    0
100660,19651031,   13,    0
100660,19651101,   55,    0
100660,19651102,   64,    0
100660,19651103,   30,    0
100660,19651104,  -13,    0
100660,19651105,  -27,    0
100660,19651106,  -11,    0
100660,19651107,  -49,    0
100660,19651108,  -39,    0
100660,19651109,   13,    0
100660,19651110,   66,    0
100660,19651111,   21,    0
100660,19651112,  -16,    0
100660,19651113,  -32,    0
100660,19651114,  -53,    0
100660,19651115,  -69,    0
100660,19651116,  -63,    0
100660,19651117, -103,    0
100660,19651118, -105,    0
100660,19651119,  -74,    0
100660,19651120,  -49,    0
100660,19651121,  -16,    0
100660,19651122,  -39,    0
100660,19651123, -123,    0
100660,19651124, -126,    0
100660,19651125,  -52,    0
100660,19651126,  -47,    0
100660,19651127,  -47,    0
100660,19651128,   20,    0
100660,19651129,    5,    0
100660,19651130,   12,    0
100660,19651201,  -12,    0
100660,19651202,  -15,    0
100660,19651203,   -8,    0
100660,19651204,  -14,    0
100660,19651205,    4,    0
100660,19651206,   40,    0
100660,19651207,   -6,    0
100660,19651208,   -3,    0
100660,19651209,  -26,    0
100660,19651210,   18,    0
100660,19651211,   -4,    0
100660,19651212,   -2,    0
100660,19651213,  -21,    0
100660,19651214,  -76,    0
100660,19651215,  -81,    0
100660,19651216,  -44,    0
100660,19651217,  -46,    0
100660,19651218,   -5,    0
100660,19651219,   82,    0
100660,19651220,   26,    0
100660,19651221,    4,    0
100660,19651222,  -25,    0
100660,19651223,  -49,    0
100660,19651224,  -40,    0
100660,19651225,  -36,    0
100660,19651226,    4,    0
100660,19651227,  -16,    0
100660,19651228,  -15,    0
100660,19651229,  -31,    0
100660,19651230,  -30,    0
100660,19651231,    9,    0
100660,19660101,    8,    0
100660,19660102,   19,    0
100660,19660103,   29,    0
100660,19660104,  -25,    0
100660,19660105,  -81,    0
100660,19660106,  -96,    0
100660,19660107,  -67,    0
100660,19660108, -120,    0
100660,19660109,  -78,    0
100660,19660110, -120,    0
100660,19660111, -100,    0
100660,19660112,  -81,    0
100660,19660113,  -86,    0
100660,19660114,  -53,    0
100660,19660115, -118,    0
100660,19660116, -147,    0
100660,19660117, -138,    0
100660,19660118, -193,    0
100660,19660119, -219,    0
100660,19660120, -144,    0
100660,19660121,  -94,    0
100660,19660122, -119,    0
100660,19660123, -132,    0
100660,19660124,  -23,    0
100660,19660125,  -25,    0
100660,19660126,  -94,    0
100660,19660127, -112,    0
100660,19660128, -152,    0
100660,19660129,  -40,    0
100660,19660130,  -13,    0
100660,19660131,   -3,    0
100660,19660201,  -11,    0
100660,19660202,  -33,    0
100660,19660203,  -10,    0
100660,19660204,  -29,    0
100660,19660205,  -12,    0
100660,19660206,   43,    0
100660,19660207,   46,    0
100660,19660208,  -55,    0
100660,19660209,  -78,    0
100660,19660210, -105,    0
100660,19660211,  -80,    0
100660,19660212,  -66,    0
100660,19660213,  -49,    0
100660,19660214,  -17,    0
100660,19660215,  -50,    0
100660,19660216,  -66,    0
100660,19660217,  -22,    0
100660,19660218,  -49,    0
100660,19660219,  -78,    0
100660,19660220,   10,    0
100660,19660221,    9,    0
100660,19660222,   27,    0
100660,19660223,    1,    0
100660,19660224,    2,    0
100660,19660225,    1,    0
100660,19660226,   47,    0
100660,19660227,   56,    0
100660,19660228,    6,    0
100660,19660301,   49,    0
100660,19660302,   37,    0
100660,19660303,  -23,    0
100660,19660304,   -1,    0
100660,19660305,   35,    0
100660,19660306,   13,    0
100660,19660307,    9,    0
100660,19660308,   27,    0
100660,19660309,    5,    0
100660,19660310,   17,    0
100660,19660311,   32,    0
100660,19660312,    7,    0
100660,19660313,  -20,    0
100660,19660314,  -34,    0
100660,19660315,  -50,    0
100660,19660316,  -22,    0
100660,19660317,  -29,    0
100660,19660318,   39,    0
100660,19660319,    3,    0
100660,19660320,  -49,    0
100660,19660321,  -25,    0
100660,19660322,   27,    0
100660,19660323,   35,    0
100660,19660324,   25,    0
100660,19660325,  -25,    0
100660,19660326,  -19,    0
100660,19660327,  -36,    0
100660,19660328,   43,    0
100660,19660329,    5,    0
100660,19660330,   -7,    0
100660,19660331,  -34,    0
100660,19660401,   22,    0
100660,19660402,  -31,    0
100660,19660403,   48,    0
100660,19660404,  -29,    0
100660,19660405,   33,    0
100660,19660406,    8,    0
100660,19660407,   42,    0
100660,19660408,   16,    0
100660,19660409,   80,    0
100660,19660410,   20,    0
100660,19660411,   73,    0
100660,19660412,   38,    0
100660,19660413,   15,    0
100660,19660414,   43,    0
100660,19660415,   37,    0
100660,19660416,   43,    0
100660,19660417,   50,    0
100660,19660418,   50,    0
100660,19660419,   84,    0
100660,19660420,   63,    0
100660,19660421,   20,    0
100660,19660422,   11,    0
100660,19660423,  -11,    0
100660,19660424,   72,    0
100660,19660425,   51,    0
100660,19660426,  105,    0
100660,19660427,   43,    0
100660,19660428,   83,    0
100660,19660429,  128,    0
100660,19660430,   65,    0
100660,19660501,   48,    0
100660,19660502,   46,    0
100660,19660503,   31,    0
100660,19660504,   97,    0
100660,19660505,  104,    0
100660,19660506,   93,    0
100660,19660507,   78,    0
100660,19660508,   80,    0
100660,19660509,   69,    0
100660,19660510,   72,    0
100660,19660511,   69,    0
100660,19660512,    8,    0
100660,19660513,   23,    0
100660,19660514,   59,    0
100660,19660515,   72,    0
100660,19660516,   96,    0
100660,19660517,   66,    0
100660,19660518,   74,    0
100660,19660519,   81,    0
100660,19660520,   93,    0
100660,19660521,   43,    0
100660,19660522,   79,    0
100660,19660523,   94,    0
100660,19660524,  100,    0
100660,19660525,   40,    0
100660,19660526,   80,    0
100660,19660527,   94,    0
100660,19660528,   75,    0
100660,19660529,   64,    0
100660,19660530,   53,    0
100660,19660531,   37,    0
100660,19660601,   10,    0
100660,19660602,   84,    0
100660,19660603,   75,    0
100660,19660604,   73,    0
100660,19660605,   77,    0
100660,19660606,  103,    0
100660,19660607,  122,    0
100660,19660608,  140,    0
100660,19660609,  115,    0
100660,19660610,  143,    0
100660,19660611,  127,    0
100660,19660612,  123,    0
100660,19660613,  138,    0
100660,19660614,  157,    0
100660,19660615,  128,    0
100660,19660616,   87,    0
100660,19660617,  113,    0
100660,19660618,  130,    0
100660,19660619,  134,    0
100660,19660620,  117,    0
100660,19660621,  111,    0
100660,19660622,  134,    0
100660,19660623,  108,    0
100660,19660624,  135,    0
100660,19660625,  138,    0
100660,19660626,  116,    0
100660,19660627,  113,    0
100660,19660628,  134,    0
100660,19660629,  108,    0
100660,19660630,  103,    0
100660,19660701,   86,    0
100660,19660702,   84,    0
100660,19660703,   90,    0
100660,19660704,  118,    0
100660,19660705,  128,    0
100660,19660706,  145,    0
100660,19660707,  115,    0
100660,19660708,   98,    0
100660,19660709,  108,    0
100660,19660710,  104,    0
100660,19660711,  148,    0
100660,19660712,  131,    0
100660,19660713,   87,    0
100660,19660714,  153,    0
100660,19660715,  109,    0
100660,19660716,   88,    0
100660,19660717,   99,    0
100660,19660718,  121,    0
100660,19660719,  136,    0
100660,19660720,  174,    0
100660,19660721,  159,    0
100660,19660722,  170,    0
100660,19660723,  154,    0
100660,19660724,  152,    0
100660,19660725,  167,    0
100660,19660726,  118,    0
100660,19660727,  100,    0
100660,19660728,  125,    0
100660,19660729,  103,    0
100660,19660730,   85,    0
100660,19660731,  138,    0
100660,19660801,   90,    0
100660,19660802,  114,    0
100660,19660803,   73,    0
100660,19660804,  143,    0
100660,19660805,  127,    0
100660,19660806,  115,    0
100660,19660807,   86,    0
100660,19660808,  119,    0
100660,19660809,  117,    0
100660,19660810,   75,    0
100660,19660811,  114,    0
100660,19660812,  156,    0
100660,19660813,  157,    0
100660,19660814,  165,    0
100660,19660815,  156,    0
100660,19660816,  114,    0
100660,19660817,   71,    0
100660,19660818,  130,    0
100660,19660819,  114,    0
100660,19660820,  154,    0
100660,19660821,  140,    0
100660,19660822,  119,    0
100660,19660823,  134,    0
100660,19660824,  122,    0
100660,19660825,   67,    0
100660,19660826,  100,    0
100660,19660827,  119,    0
100660,19660828,   76,    0
100660,19660829,   71,    0
100660,19660830,   68,    0
100660,19660831,  120,    0
100660,19660901,  106,    0
100660,19660902,  103,    0
100660,19660903,  135,    0
100660,19660904,  112,    0
100660,19660905,  105,    0
100660,19660906,  114,    0
100660,19660907,  134,    0
100660,19660908,  122,    0
100660,19660909,   66,    0
100660,19660910,   48,    0
100660,19660911,   72,    0
100660,19660912,  111,    0
100660,19660913,  144,    0
100660,19660914,  113,    0
100660,19660915,   97,    0
100660,19660916,  104,    0
100660,19660917,   35,    0
100660,19660918,   55,    0
100660,19660919,   24,    0
100660,19660920,    8,    0
100660,19660921,   44,    0
100660,19660922,   50,    0
100660,19660923,   50,    0
100660,19660924,   82,    0
100660,19660925,  105,    0
100660,19660926,   90,    0
100660,19660927,  101,    0
100660,19660928,   94,    0
100660,19660929,   84,    0
100660,19660930,   64,    0
100660,19661001,   76,    0
100660,19661002,   65,    0
100660,19661003,   93,    0
100660,19661004,  111,    0
100660,19661005,  118,    0
100660,19661006,  108,    0
100660,19661007,   94,    0
100660,19661008,  106,    0
100660,19661009,  101,    0
100660,19661010,  105,    0
100660,19661011,  115,    0
100660,19661012,  136,    0
100660,19661013,  119,    0
100660,19661014,   95,    0
100660,19661015,   95,    0
100660,19661016,   94,    0
100660,19661017,   98,    0
100660,19661018,  115,    0
100660,19661019,  122,    0
100660,19661020,  101,    0
100660,19661021,   54,    0
100660,19661022,   65,    0
100660,19661023,   44,    0
100660,19661024,   81,    0
100660,19661025,   68,    0
100660,19661026,   71,    0
100660,19661027,   69,    0
100660,19661028,   36,    0
100660,19661029,   23,    0
100660,19661030,  -29,    0
100660,19661031,  -59,    0
100660,19661101,  -21,    0
100660,19661102,   -4,    0
100660,19661103,    4,    0
100660,19661104,   54,    0
100660,19661105,   79,    0
100660,19661106,   28,    0
100660,19661107,   35,    0
100660,19661108,   14,    0
100660,19661109,    9,    0
100660,19661110,   46,    0
100660,19661111,   26,    0
100660,19661112,  -33,    0
100660,19661113,   -2,    0
100660,19661114,    1,    0
100660,19661115,   -4,    0
100660,19661116,   -3,    0
100660,19661117,   -1,    0
100660,19661118,   -6,    0
100660,19661119,    1,    0
100660,19661120,  -17,    0
100660,19661121,  -27,    0
100660,19661122,  -29,    0
100660,19661123,  -52,    0
100660,19661124,   11,    0
100660,19661125,   -6,    0
100660,19661126,   -7,    0
100660,19661127,   -5,    0
100660,19661128,    0,    0
100660,19661129,   -3,    0
100660,19661130,  -26,    0
100660,19661201,    2,    0
